Exercício: 2015
Escopo: Municípios do Estado - PA
Tabela: Despesas Orçamentárias (Anexo I-D)
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Valor
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Empenhadas";"3.3.90.01.00.00 - Aposentadorias e Reformas";6809142,14
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Empenhadas";"3.3.90.03.00.00 - Pensões";1353171,81
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Empenhadas";"3.3.90.05.00.00 - Outros Benefícios Previdenciários";205182,79
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Empenhadas";"3.3.90.14.00.00 - Diárias - Civil";126190,00
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Empenhadas";"3.3.90.30.00.00 - Material de Consumo";12124294,03
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Empenhadas";"3.3.90.33.00.00 - Passagens e Despesas com Locomoção";865,73
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Empenhadas";"3.3.90.35.00.00 - Serviços de Consultoria";842756,00
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Empenhadas";"3.3.90.36.00.00 - Outros Serviços de Terceiros - Pessoa Física";9509129,98
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Empenhadas";"3.3.90.39.00.00 - Outros Serviços de Terceiros - Pessoa Jurídica";15985647,09
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Empenhadas";"3.3.90.43.00.00 - Subvenções Sociais";60220,8
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Empenhadas";"3.3.90.47.00.00 - Obrigações Tributárias e Contributivas";8862,32
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Empenhadas";"3.3.90.48.00.00 - Outros Auxílios Financeiros a Pessoas Físicas";635389,68
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Empenhadas";"3.3.90.92.00.00 - Despesas de Exercícios Anteriores";2480581,48
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Empenhadas";"3.3.90.95.00.00 - Indenização pela Execução de Trabalhos de Campo";119438,00
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Empenhadas";"4.0.00.00.00.00 - Despesas de Capital";3615791,93
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Empenhadas";"4.4.00.00.00.00 - Investimentos";2546866,25
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Empenhadas";"4.4.90.00.00.00 - Aplicações Diretas";2546866,25
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Empenhadas";"4.4.90.51.00.00 - Obras e Instalações";1007494,03
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Empenhadas";"4.4.90.51.91.00 - Obras em Andamento";81227,83
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Empenhadas";"4.4.90.51.99.00 - Demais Obras e Instalações";926266,2
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Empenhadas";"4.4.90.52.00.00 - Equipamentos e Material Permanente";1379569,41
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Empenhadas";"4.4.90.61.00.00 - Aquisição de Imóveis";159802,81
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Empenhadas";"4.6.00.00.00.00 - Amortização da Dívida";1068925,68
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Empenhadas";"4.6.90.00.00.00 - Aplicações Diretas";1068925,68
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Empenhadas";"4.6.90.71.00.00 - Principal da Dívida Contratual Resgatado";1068925,68
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"Total Geral da Despesa";101974325,39
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"3.0.00.00.00.00 - Despesas Correntes";98970256,22
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"3.1.00.00.00.00 - Pessoal e Encargos Sociais";47572834,07
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"3.1.90.00.00.00 - Aplicações Diretas";47572834,07
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"3.1.90.04.00.00 - Contratação por Tempo Determinado";15417741,57
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"3.1.90.05.00.00 - Outros Benefícios Previdenciários do servidor ou do militar";365275,1
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"3.1.90.11.00.00 - Vencimentos e Vantagens Fixas - Pessoal Civil";24036693,79
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"3.1.90.13.00.00 - Obrigações Patronais";6779525,98
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"3.1.90.13.02.00 - Contribuições Previdenciárias - INSS";2778342,61
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"3.1.90.13.99.00 - Outras Obrigações Patronais";4001183,37
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"3.1.90.16.00.00 - Outras Despesas Variáveis - Pessoal Civil";959150,00
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"3.1.90.92.00.00 - Despesas de Exercícios Anteriores";14447,63
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"3.3.00.00.00.00 - Outras Despesas Correntes";51397422,15
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"3.3.20.00.00.00 - Transferências à União";2340091,09
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"3.3.50.00.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos";10000,00
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"3.3.90.00.00.00 - Aplicações Diretas";49047331,06
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"3.3.90.01.00.00 - Aposentadorias e Reformas";6809142,14
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"3.3.90.03.00.00 - Pensões";1353171,81
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"3.3.90.05.00.00 - Outros Benefícios Previdenciários";205182,79
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"3.3.90.14.00.00 - Diárias - Civil";122890,00
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"3.3.90.30.00.00 - Material de Consumo";11497626,18
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"3.3.90.33.00.00 - Passagens e Despesas com Locomoção";865,73
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"3.3.90.35.00.00 - Serviços de Consultoria";842756,00
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"3.3.90.36.00.00 - Outros Serviços de Terceiros - Pessoa Física";9491890,98
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"3.3.90.39.00.00 - Outros Serviços de Terceiros - Pessoa Jurídica";15456238,15
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"3.3.90.43.00.00 - Subvenções Sociais";60220,8
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"3.3.90.47.00.00 - Obrigações Tributárias e Contributivas";8862,32
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"3.3.90.48.00.00 - Outros Auxílios Financeiros a Pessoas Físicas";635389,68
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"3.3.90.92.00.00 - Despesas de Exercícios Anteriores";2443656,48
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"3.3.90.95.00.00 - Indenização pela Execução de Trabalhos de Campo";119438,00
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"4.0.00.00.00.00 - Despesas de Capital";3004069,17
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"4.4.00.00.00.00 - Investimentos";1935143,49
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"4.4.90.00.00.00 - Aplicações Diretas";1935143,49
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"4.4.90.51.00.00 - Obras e Instalações";797442,27
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"4.4.90.51.91.00 - Obras em Andamento";81227,83
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"4.4.90.51.99.00 - Demais Obras e Instalações";716214,44
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"4.4.90.52.00.00 - Equipamentos e Material Permanente";977898,41
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"4.4.90.61.00.00 - Aquisição de Imóveis";159802,81
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"4.6.00.00.00.00 - Amortização da Dívida";1068925,68
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"4.6.90.00.00.00 - Aplicações Diretas";1068925,68
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Liquidadas";"4.6.90.71.00.00 - Principal da Dívida Contratual Resgatado";1068925,68
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"Total Geral da Despesa";99245802,01
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"3.0.00.00.00.00 - Despesas Correntes";96393838,9
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"3.1.00.00.00.00 - Pessoal e Encargos Sociais";46639548,77
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"3.1.90.00.00.00 - Aplicações Diretas";46639548,77
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"3.1.90.04.00.00 - Contratação por Tempo Determinado";15416953,57
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"3.1.90.05.00.00 - Outros Benefícios Previdenciários do servidor ou do militar";365275,1
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"3.1.90.11.00.00 - Vencimentos e Vantagens Fixas - Pessoal Civil";23515514,95
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"3.1.90.13.00.00 - Obrigações Patronais";6368207,52
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"3.1.90.13.02.00 - Contribuições Previdenciárias - INSS";2533111,27
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"3.1.90.13.99.00 - Outras Obrigações Patronais";3835096,25
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"3.1.90.16.00.00 - Outras Despesas Variáveis - Pessoal Civil";959150,00
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"3.1.90.92.00.00 - Despesas de Exercícios Anteriores";14447,63
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"3.3.00.00.00.00 - Outras Despesas Correntes";49754290,13
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"3.3.20.00.00.00 - Transferências à União";2339939,42
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"3.3.50.00.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos";10000,00
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"3.3.90.00.00.00 - Aplicações Diretas";47404350,71
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"3.3.90.01.00.00 - Aposentadorias e Reformas";6809142,14
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"3.3.90.03.00.00 - Pensões";1353171,81
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"3.3.90.05.00.00 - Outros Benefícios Previdenciários";205182,79
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"3.3.90.14.00.00 - Diárias - Civil";122890,00
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"3.3.90.30.00.00 - Material de Consumo";10420661,12
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"3.3.90.33.00.00 - Passagens e Despesas com Locomoção";865,73
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"3.3.90.35.00.00 - Serviços de Consultoria";842756,00
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"3.3.90.36.00.00 - Outros Serviços de Terceiros - Pessoa Física";9487626,56
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"3.3.90.39.00.00 - Outros Serviços de Terceiros - Pessoa Jurídica";14990159,71
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"3.3.90.43.00.00 - Subvenções Sociais";60220,8
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"3.3.90.48.00.00 - Outros Auxílios Financeiros a Pessoas Físicas";635249,4
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"3.3.90.92.00.00 - Despesas de Exercícios Anteriores";2356986,65
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"3.3.90.95.00.00 - Indenização pela Execução de Trabalhos de Campo";119438,00
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"4.0.00.00.00.00 - Despesas de Capital";2851963,11
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"4.4.00.00.00.00 - Investimentos";1783037,43
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"4.4.90.00.00.00 - Aplicações Diretas";1783037,43
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"4.4.90.51.00.00 - Obras e Instalações";645975,21
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"4.4.90.51.91.00 - Obras em Andamento";81227,83
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"4.4.90.51.99.00 - Demais Obras e Instalações";564747,38
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"4.4.90.52.00.00 - Equipamentos e Material Permanente";977259,41
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"4.4.90.61.00.00 - Aquisição de Imóveis";159802,81
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"4.6.00.00.00.00 - Amortização da Dívida";1068925,68
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"4.6.90.00.00.00 - Aplicações Diretas";1068925,68
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Despesas Pagas";"4.6.90.71.00.00 - Principal da Dívida Contratual Resgatado";1068925,68
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Não Processados";"Total Geral da Despesa";2132884,41
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Não Processados";"3.0.00.00.00.00 - Despesas Correntes";1521161,65
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Não Processados";"3.1.00.00.00.00 - Pessoal e Encargos Sociais";307620,86
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Não Processados";"3.1.90.00.00.00 - Aplicações Diretas";307620,86
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Não Processados";"3.1.90.13.00.00 - Obrigações Patronais";293393,22
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Não Processados";"3.1.90.13.02.00 - Contribuições Previdenciárias - INSS";35715,37
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Não Processados";"3.1.90.13.99.00 - Outras Obrigações Patronais";257677,85
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Não Processados";"3.1.90.16.00.00 - Outras Despesas Variáveis - Pessoal Civil";12735,00
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Não Processados";"3.1.90.92.00.00 - Despesas de Exercícios Anteriores";1492,64
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Não Processados";"3.3.00.00.00.00 - Outras Despesas Correntes";1213540,79
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Não Processados";"3.3.90.00.00.00 - Aplicações Diretas";1213540,79
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Não Processados";"3.3.90.14.00.00 - Diárias - Civil";3300,00
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Não Processados";"3.3.90.30.00.00 - Material de Consumo";626667,85
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Não Processados";"3.3.90.36.00.00 - Outros Serviços de Terceiros - Pessoa Física";17239,00
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Não Processados";"3.3.90.39.00.00 - Outros Serviços de Terceiros - Pessoa Jurídica";529408,94
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Não Processados";"3.3.90.92.00.00 - Despesas de Exercícios Anteriores";36925,00
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Não Processados";"4.0.00.00.00.00 - Despesas de Capital";611722,76
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Não Processados";"4.4.00.00.00.00 - Investimentos";611722,76
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Não Processados";"4.4.90.00.00.00 - Aplicações Diretas";611722,76
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Não Processados";"4.4.90.51.00.00 - Obras e Instalações";210051,76
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Não Processados";"4.4.90.51.99.00 - Demais Obras e Instalações";210051,76
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Não Processados";"4.4.90.52.00.00 - Equipamentos e Material Permanente";401671,00
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Processados";"Total Geral da Despesa";2728523,38
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Processados";"3.0.00.00.00.00 - Despesas Correntes";2576417,32
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Processados";"3.1.00.00.00.00 - Pessoal e Encargos Sociais";933285,3
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Processados";"3.1.90.00.00.00 - Aplicações Diretas";933285,3
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Processados";"3.1.90.04.00.00 - Contratação por Tempo Determinado";788,00
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Processados";"3.1.90.11.00.00 - Vencimentos e Vantagens Fixas - Pessoal Civil";521178,84
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Processados";"3.1.90.13.00.00 - Obrigações Patronais";411318,46
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Processados";"3.1.90.13.02.00 - Contribuições Previdenciárias - INSS";245231,34
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Processados";"3.1.90.13.99.00 - Outras Obrigações Patronais";166087,12
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Processados";"3.3.00.00.00.00 - Outras Despesas Correntes";1643132,02
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Processados";"3.3.20.00.00.00 - Transferências à União";151,67
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Processados";"3.3.90.00.00.00 - Aplicações Diretas";1642980,35
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Processados";"3.3.90.30.00.00 - Material de Consumo";1076965,06
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Processados";"3.3.90.36.00.00 - Outros Serviços de Terceiros - Pessoa Física";4264,42
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Processados";"3.3.90.39.00.00 - Outros Serviços de Terceiros - Pessoa Jurídica";466078,44
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Processados";"3.3.90.47.00.00 - Obrigações Tributárias e Contributivas";8862,32
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Processados";"3.3.90.48.00.00 - Outros Auxílios Financeiros a Pessoas Físicas";140,28
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Processados";"3.3.90.92.00.00 - Despesas de Exercícios Anteriores";86669,83
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Processados";"4.0.00.00.00.00 - Despesas de Capital";152106,06
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Processados";"4.4.00.00.00.00 - Investimentos";152106,06
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Processados";"4.4.90.00.00.00 - Aplicações Diretas";152106,06
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Processados";"4.4.90.51.00.00 - Obras e Instalações";151467,06
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Processados";"4.4.90.51.99.00 - Demais Obras e Instalações";151467,06
Prefeitura Municipal de Capanema - PA;1502202;PA;65932;"Inscrição de RP Processados";"4.4.90.52.00.00 - Equipamentos e Material Permanente";639,00
Prefeitura Municipal de Santa Izabel do Pará - PA;1506500;PA;65251;"Despesas Empenhadas";"Total Geral da Despesa";93615253,83
Prefeitura Municipal de Santa Izabel do Pará - PA;1506500;PA;65251;"Despesas Empenhadas";"3.0.00.00.00.00 - Despesas Correntes";84951210,66
Prefeitura Municipal de Santa Izabel do Pará - PA;1506500;PA;65251;"Despesas Empenhadas";"3.1.00.00.00.00 - Pessoal e Encargos Sociais";51122961,66
Prefeitura Municipal de Santa Izabel do Pará - PA;1506500;PA;65251;"Despesas Empenhadas";"3.1.90.00.00.00 - Aplicações Diretas";51122961,66
Prefeitura Municipal de Santa Izabel do Pará - PA;1506500;PA;65251;"Despesas Empenhadas";"3.1.90.03.00.00 - Pensões do RPPS e do Militar";4728,00
Prefeitura Municipal de Santa Izabel do Pará - PA;1506500;PA;65251;"Despesas Empenhadas";"3.1.90.04.00.00 - Contratação por Tempo Determinado";11781488,7
Prefeitura Municipal de Santa Izabel do Pará - PA;1506500;PA;65251;"Despesas Empenhadas";"3.1.90.11.00.00 - Vencimentos e Vantagens Fixas - Pessoal Civil";31419314,45
Prefeitura Municipal de Santa Izabel do Pará - PA;1506500;PA;65251;"Despesas Empenhadas";"3.1.90.13.00.00 - Obrigações Patronais";7653411,95
Prefeitura Municipal de Santa Izabel do Pará - PA;1506500;PA;65251;"Despesas Empenhadas";"3.1.90.13.02.00 - Contribuições Previdenciárias - INSS";7653411,95
Prefeitura Municipal de Santa Izabel do Pará - PA;1506500;PA;65251;"Despesas Empenhadas";"3.1.90.91.00.00 - Sentenças Judiciais";264018,56
Prefeitura Municipal de Santa Izabel do Pará - PA;1506500;PA;65251;"Despesas Empenhadas";"3.3.00.00.00.00 - Outras Despesas Correntes";33828249,00
Prefeitura Municipal de Santa Izabel do Pará - PA;1506500;PA;65251;"Despesas Empenhadas";"3.3.20.00.00.00 - Transferências à União";899705,27
Prefeitura Municipal de Santa Izabel do Pará - PA;1506500;PA;65251;"Despesas Empenhadas";"3.3.90.00.00.00 - Aplicações Diretas";32928543,73
Prefeitura Municipal de Santa Izabel do Pará - PA;1506500;PA;65251;"Despesas Empenhadas";"3.3.90.14.00.00 - Diárias - Civil";34740,00
Prefeitura Municipal de Santa Izabel do Pará - PA;1506500;PA;65251;"Despesas Empenhadas";"3.3.90.30.00.00 - Material de Consumo";8474728,71
Prefeitura Municipal de Santa Izabel do Pará - PA;1506500;PA;65251;"Despesas Empenhadas";"3.3.90.32.00.00 - Material, Bem ou Serviço para Distribuição Gratuita";117581,04
Prefeitura Municipal de Santa Izabel do Pará - PA;1506500;PA;65251;"Despesas Empenhadas";"3.3.90.33.00.00 - Passagens e Despesas com Locomoção";30632,48
