Exercício: 2013
Escopo: Municípios do Estado - PA
Tabela: Receitas Orçamentárias (Anexo I-C)
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Valor
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Receitas Realizadas";"1.7.2.1.22.70.00 - Cota-Parte do Fundo Especial do Petróleo ¿ FEP";271228,44
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Receitas Realizadas";"1.7.2.1.33.00.00 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo";7876042,33
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Receitas Realizadas";"1.7.2.1.34.00.00 - Transferências de Recursos do Fundo Nacional de Assistência Social ¿ FNAS";406582,62
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Receitas Realizadas";"1.7.2.1.35.00.00 - Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação ¿ FNDE";1823392,71
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Receitas Realizadas";"1.7.2.1.36.00.00 - Transferências Financeira do ICMS ¿ Desoneração ¿ L.C. Nº 87/96";82965,01
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Receitas Realizadas";"1.7.2.1.99.00.00 - Outras Transferências da União";507944,85
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Receitas Realizadas";"1.7.2.2.00.00.00 - Transferências dos Estados";8391435,44
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Receitas Realizadas";"1.7.2.2.01.00.00 - Participação na Receita dos Estados";7989821,01
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Receitas Realizadas";"1.7.2.2.01.01.00 - Cota-Parte do ICMS";7567611,98
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Receitas Realizadas";"1.7.2.2.01.02.00 - Cota-Parte do IPVA";157957,55
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Receitas Realizadas";"1.7.2.2.01.04.00 - Cota-Parte do IPI sobre Exportação";264251,48
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Receitas Realizadas";"1.7.2.2.33.00.00 - Transferências de Recursos do Estado para Programas de Saúde - Repasse Fundo a Fundo";348664,43
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Receitas Realizadas";"1.7.2.2.99.00.00 - Outras Transferências dos Estados";52950,00
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Receitas Realizadas";"1.7.2.4.00.00.00 - Transferências Multigovernamentais";21340806,94
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Receitas Realizadas";"1.7.2.4.01.00.00 - Transferências de Recursos do Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e de Valorização do Magistério - FUNDEB";12926338,33
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Receitas Realizadas";"1.7.2.4.02.00.00 - Transferências de Recursos da Complementação ao Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e de Valorização do Magistério - FUNDEB";8414468,61
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Receitas Realizadas";"1.7.6.0.00.00.00 - Transferências de Convênios";123613,33
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Receitas Realizadas";"1.7.6.2.00.00.00 - Transferências de Convênios dos Estados e do Distrito Federal e de Suas Entidades";123613,33
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Receitas Realizadas";"1.7.6.2.02.00.00 - Transferências de Convênios dos Estados Destinadas a Programas de Educação";123613,33
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Receitas Realizadas";"1.9.0.0.00.00.00 - Outras Receitas Correntes";22080,02
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Receitas Realizadas";"1.9.1.0.00.00.00 - Multas e Juros de Mora";7345,3
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Receitas Realizadas";"1.9.1.9.00.00.00 - Multas de Outras Origens";7345,3
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Receitas Realizadas";"1.9.2.0.00.00.00 - Indenizações e Restituições";10472,67
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Receitas Realizadas";"1.9.3.0.00.00.00 - Receita da Dívida Ativa";4262,05
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Receitas Realizadas";"1.9.3.1.00.00.00 - Receita da Dívida Ativa Tributária";4262,05
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Receitas Realizadas";"2.0.0.0.00.00.00 - Receitas de Capital";1192673,87
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Receitas Realizadas";"2.4.0.0.00.00.00 - Transferências de Capital";1181246,78
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Receitas Realizadas";"2.4.7.0.00.00.00 - Transferências de Convênios";1181246,78
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Receitas Realizadas";"2.4.7.1.00.00.00 - Transferências de Convênios da União e de suas Entidades";1181246,78
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Receitas Realizadas";"2.4.7.1.02.00.00 - Transferências de Convênios da União Destinadas a Programas de Educação";1181246,78
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Receitas Realizadas";"2.5.0.0.00.00.00 - Outras Receitas de Capital";11427,09
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Receitas Realizadas";"2.5.9.0.00.00.00 - Outras Receitas";11427,09
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Deduções da Receita";"Total Receitas";5286393,68
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Deduções da Receita";"1.0.0.0.00.00.00 - Receitas Correntes";5286393,68
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Deduções da Receita";"1.1.0.0.00.00.00 - Receita Tributária";2341,78
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Deduções da Receita";"1.1.2.0.00.00.00 - Taxas";2341,78
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Deduções da Receita";"1.1.2.1.00.00.00 - Taxas pelo Exercício do Poder de Polícia";2341,78
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Deduções da Receita";"1.7.0.0.00.00.00 - Transferências Correntes";5284051,9
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Deduções da Receita";"1.7.2.0.00.00.00 - Transferências Intergovernamentais";5284051,9
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Deduções da Receita";"1.7.2.1.00.00.00 - Transferências da União";3686087,87
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Deduções da Receita";"1.7.2.1.01.00.00 - Participação na Receita da União";3669494,87
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Deduções da Receita";"1.7.2.1.01.02.00 - Cota-Parte do Fundo de Participação dos Municípios ¿ FPM";3654530,73
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Deduções da Receita";"1.7.2.1.01.05.00 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural ¿ ITR";14964,14
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Deduções da Receita";"1.7.2.1.36.00.00 - Transferências Financeira do ICMS ¿ Desoneração ¿ L.C. Nº 87/96";16593,00
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Deduções da Receita";"1.7.2.2.00.00.00 - Transferências dos Estados";1597964,03
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Deduções da Receita";"1.7.2.2.01.00.00 - Participação na Receita dos Estados";1597964,03
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Deduções da Receita";"1.7.2.2.01.01.00 - Cota-Parte do ICMS";1513691,52
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Deduções da Receita";"1.7.2.2.01.02.00 - Cota-Parte do IPVA";31422,2
Prefeitura Municipal de Ipixuna do Pará - PA;1503457;PA;54609;"Deduções da Receita";"1.7.2.2.01.04.00 - Cota-Parte do IPI sobre Exportação";52850,31
Prefeitura Municipal de Brasil Novo - PA;1501725;PA;15300;"Receitas Realizadas";"Total Receitas";34009629,47
Prefeitura Municipal de Brasil Novo - PA;1501725;PA;15300;"Receitas Realizadas";"1.0.0.0.00.00.00 - Receitas Correntes";33937897,7
Prefeitura Municipal de Brasil Novo - PA;1501725;PA;15300;"Receitas Realizadas";"1.1.0.0.00.00.00 - Receita Tributária";2206104,56
Prefeitura Municipal de Brasil Novo - PA;1501725;PA;15300;"Receitas Realizadas";"1.1.1.0.00.00.00 - Impostos";2158010,89
Prefeitura Municipal de Brasil Novo - PA;1501725;PA;15300;"Receitas Realizadas";"1.1.1.2.00.00.00 - Impostos sobre o Patrimônio e a Renda";874564,39
Prefeitura Municipal de Brasil Novo - PA;1501725;PA;15300;"Receitas Realizadas";"1.1.1.2.02.00.00 - Imposto sobre a Propriedade Predial e Territorial Urbana ¿ IPTU";153594,39
Prefeitura Municipal de Brasil Novo - PA;1501725;PA;15300;"Receitas Realizadas";"1.1.1.2.04.00.00 - Imposto sobre a Renda e Proventos de Qualquer Natureza ¿ IR";603238,2
Prefeitura Municipal de Brasil Novo - PA;1501725;PA;15300;"Receitas Realizadas";"1.1.1.2.04.30.00 - Retido nas Fontes";603238,2
Prefeitura Municipal de Brasil Novo - PA;1501725;PA;15300;"Receitas Realizadas";"1.1.1.2.08.00.00 - Imposto sobre Transmissão "Inter Vivos" de Bens Imóveis e de Direitos Reais sobre Imóveis ¿ ITBI";117731,8
Prefeitura Municipal de Brasil Novo - PA;1501725;PA;15300;"Receitas Realizadas";"1.1.1.3.00.00.00 - Impostos sobre a Produção e a Circulação";1283446,5
Prefeitura Municipal de Brasil Novo - PA;1501725;PA;15300;"Receitas Realizadas";"1.1.1.3.05.00.00 - Imposto sobre Serviços de Qualquer Natureza ¿ ISSQN";1283446,5
Prefeitura Municipal de Brasil Novo - PA;1501725;PA;15300;"Receitas Realizadas";"1.1.2.0.00.00.00 - Taxas";48093,67
Prefeitura Municipal de Brasil Novo - PA;1501725;PA;15300;"Receitas Realizadas";"1.1.2.1.00.00.00 - Taxas pelo Exercício do Poder de Polícia";26937,23
Prefeitura Municipal de Brasil Novo - PA;1501725;PA;15300;"Receitas Realizadas";"1.1.2.2.00.00.00 - Taxas pela Prestação de Serviços";21156,44
Prefeitura Municipal de Brasil Novo - PA;1501725;PA;15300;"Receitas Realizadas";"1.3.0.0.00.00.00 - Receita Patrimonial";101010,94
Prefeitura Municipal de Brasil Novo - PA;1501725;PA;15300;"Receitas Realizadas";"1.3.2.0.00.00.00 - Receitas de Valores Mobiliários";101010,94
Prefeitura Municipal de Brasil Novo - PA;1501725;PA;15300;"Receitas Realizadas";"1.3.2.1.00.00.00 - Juros de Títulos de Renda";58658,73
Prefeitura Municipal de Brasil Novo - PA;1501725;PA;15300;"Receitas Realizadas";"1.3.2.5.00.00.00 - Remuneração de Depósitos Bancários";42352,21
Prefeitura Municipal de Brasil Novo - PA;1501725;PA;15300;"Receitas Realizadas";"1.6.0.0.00.00.00 - Receita de Serviços";588926,49
Prefeitura Municipal de Brasil Novo - PA;1501725;PA;15300;"Receitas Realizadas";"1.6.0.0.13.00.00 - Serviços Administrativos";3775,2
