Exercício: 2014
Escopo: Municípios do Estado - PA
Tabela: Receitas Orçamentárias (Anexo I-C)
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Valor
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"1.7.2.1.22.00.00 - Transferências da Compensação Financeira pela Exploração de Recursos Naturais";366242,12
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"1.7.2.1.22.20.00 - Cota-Parte da Compensação Financeira de Recursos Minerais - CFEM";2986,37
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"1.7.2.1.22.70.00 - Cota-Parte do Fundo Especial do Petróleo ¿ FEP";363255,75
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"1.7.2.1.33.00.00 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo";11307948,85
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"1.7.2.1.34.00.00 - Transferências de Recursos do Fundo Nacional de Assistência Social ¿ FNAS";1098814,91
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"1.7.2.1.35.00.00 - Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação ¿ FNDE";9629714,68
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"1.7.2.1.36.00.00 - Transferências Financeiras do ICMS ¿ Desoneração ¿ L.C. Nº 87/96";106365,48
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"1.7.2.1.99.00.00 - Outras Transferências da União";636066,09
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"1.7.2.2.00.00.00 - Transferências dos Estados";12257568,29
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"1.7.2.2.01.00.00 - Participação na Receita dos Estados";12138262,01
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"1.7.2.2.01.01.00 - Cota-Parte do ICMS";11208582,97
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"1.7.2.2.01.02.00 - Cota-Parte do IPVA";566629,34
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"1.7.2.2.01.04.00 - Cota-Parte do IPI sobre Exportação";354379,97
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"1.7.2.2.01.13.00 - Cota-Parte da Contribuição de Intervenção no Domínio Econômico";8669,73
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"1.7.2.2.33.00.00 - Transferências de Recursos do Estado para Programas de Saúde - Repasse Fundo a Fundo";119306,28
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"1.7.2.4.00.00.00 - Transferências Multigovernamentais";62700135,13
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"1.7.2.4.01.00.00 - Transferências de Recursos do Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e de Valorização do Magistério - FUNDEB";35585266,29
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"1.7.2.4.02.00.00 - Transferências de Recursos da Complementação ao Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e de Valorização do Magistério - FUNDEB";27114868,84
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"1.7.6.0.00.00.00 - Transferências de Convênios";1312353,98
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"1.7.6.1.00.00.00 - Transferências de Convênios da União e de Suas Entidades";97200,00
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"1.7.6.1.99.00.00 - Outras Transferências de Convênios da União";97200,00
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"1.7.6.2.00.00.00 - Transferências de Convênios dos Estados e do Distrito Federal e de Suas Entidades";1064876,26
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"1.7.6.2.02.00.00 - Transferências de Convênios dos Estados Destinadas a Programas de Educação";992803,22
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"1.7.6.2.99.00.00 - Outras Transferências de Convênios dos Estados";72073,04
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"1.7.6.4.00.00.00 - Transferências de Convênios de Instituições Privadas";150277,72
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"1.9.0.0.00.00.00 - Outras Receitas Correntes";59776,9
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"1.9.1.0.00.00.00 - Multas e Juros de Mora";8982,47
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"1.9.1.9.00.00.00 - Multas de Outras Origens";8982,47
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"1.9.3.0.00.00.00 - Receita da Dívida Ativa";50794,43
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"1.9.3.1.00.00.00 - Receita da Dívida Ativa Tributária";50794,43
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"2.0.0.0.00.00.00 - Receitas de Capital";133000,00
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"2.4.0.0.00.00.00 - Transferências de Capital";133000,00
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"2.4.7.0.00.00.00 - Transferências de Convênios";133000,00
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"2.4.7.2.00.00.00 - Transferências de Convênios dos Estados e do Distrito Federal e de suas Entidades";133000,00
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Receitas Brutas Realizadas";"2.4.7.2.99.00.00 - Outras Transferências de Convênios dos Estados";133000,00
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Deduções - FUNDEB";"Total Receitas";7191907,84
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Deduções - FUNDEB";"1.0.0.0.00.00.00 - Receitas Correntes";7191907,84
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Deduções - FUNDEB";"1.7.0.0.00.00.00 - Transferências Correntes";7191907,84
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Deduções - FUNDEB";"1.7.2.0.00.00.00 - Transferências Intergovernamentais";7191907,84
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Deduções - FUNDEB";"1.7.2.1.00.00.00 - Transferências da União";4765988,96
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Deduções - FUNDEB";"1.7.2.1.01.00.00 - Participação na Receita da União";4744715,96
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Deduções - FUNDEB";"1.7.2.1.01.02.00 - Cota-Parte do Fundo de Participação dos Municípios ¿ FPM";4659459,87
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Deduções - FUNDEB";"1.7.2.1.01.05.00 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural ¿ ITR";85256,09
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Deduções - FUNDEB";"1.7.2.1.36.00.00 - Transferências Financeiras do ICMS ¿ Desoneração ¿ L.C. Nº 87/96";21273,00
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Deduções - FUNDEB";"1.7.2.2.00.00.00 - Transferências dos Estados";2425918,88
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Deduções - FUNDEB";"1.7.2.2.01.00.00 - Participação na Receita dos Estados";2425918,88
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Deduções - FUNDEB";"1.7.2.2.01.01.00 - Cota-Parte do ICMS";2241716,75
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Deduções - FUNDEB";"1.7.2.2.01.02.00 - Cota-Parte do IPVA";113326,09
Prefeitura Municipal de Moju - PA;1504703;PA;76096;"Deduções - FUNDEB";"1.7.2.2.01.04.00 - Cota-Parte do IPI sobre Exportação";70876,04
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"Total Receitas";41912241,34
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.0.0.0.00.00.00 - Receitas Correntes";41328251,94
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.1.0.0.00.00.00 - Receita Tributária";523646,43
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.1.1.0.00.00.00 - Impostos";471018,04
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.1.1.2.00.00.00 - Impostos sobre o Patrimônio e a Renda";152324,58
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.1.1.2.04.00.00 - Imposto sobre a Renda e Proventos de Qualquer Natureza ¿ IR";152324,58
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.1.1.2.04.31.00 - Retido nas Fontes - Trabalho";152324,58
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.1.1.3.00.00.00 - Impostos sobre a Produção e a Circulação";318693,46
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.1.1.3.05.00.00 - Imposto sobre Serviços de Qualquer Natureza ¿ ISSQN";318693,46
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.1.2.0.00.00.00 - Taxas";50214,03
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.1.2.1.00.00.00 - Taxas pelo Exercício do Poder de Polícia";50214,03
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.1.3.0.00.00.00 - Contribuição de Melhoria";2414,36
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.3.0.0.00.00.00 - Receita Patrimonial";86793,24
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.3.2.0.00.00.00 - Receitas de Valores Mobiliários";86793,24
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.3.2.5.00.00.00 - Remuneração de Depósitos Bancários";86793,24
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.6.0.0.00.00.00 - Receita de Serviços";1086,00
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.6.0.0.13.00.00 - Serviços Administrativos";1086,00
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.7.0.0.00.00.00 - Transferências Correntes";40706607,7
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.7.2.0.00.00.00 - Transferências Intergovernamentais";38208382,05
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.7.2.1.00.00.00 - Transferências da União";18871504,6
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.7.2.1.01.00.00 - Participação na Receita da União";13103557,1
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.7.2.1.01.02.00 - Cota-Parte do Fundo de Participação dos Municípios ¿ FPM";13101125,04
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.7.2.1.01.05.00 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural ¿ ITR";2432,06
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.7.2.1.22.00.00 - Transferências da Compensação Financeira pela Exploração de Recursos Naturais";195599,28
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.7.2.1.22.70.00 - Cota-Parte do Fundo Especial do Petróleo ¿ FEP";195599,28
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.7.2.1.33.00.00 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo";3571849,00
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.7.2.1.34.00.00 - Transferências de Recursos do Fundo Nacional de Assistência Social ¿ FNAS";416169,75
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.7.2.1.35.00.00 - Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação ¿ FNDE";1023200,52
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.7.2.1.36.00.00 - Transferências Financeiras do ICMS ¿ Desoneração ¿ L.C. Nº 87/96";38291,52
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.7.2.1.99.00.00 - Outras Transferências da União";522837,43
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.7.2.2.00.00.00 - Transferências dos Estados";4391868,33
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.7.2.2.01.00.00 - Participação na Receita dos Estados";4290243,23
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.7.2.2.01.01.00 - Cota-Parte do ICMS";4067841,31
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.7.2.2.01.02.00 - Cota-Parte do IPVA";94825,05
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.7.2.2.01.04.00 - Cota-Parte do IPI sobre Exportação";127576,87
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.7.2.2.99.00.00 - Outras Transferências dos Estados";101625,1
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.7.2.4.00.00.00 - Transferências Multigovernamentais";14945009,12
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.7.2.4.01.00.00 - Transferências de Recursos do Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e de Valorização do Magistério - FUNDEB";9660079,41
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.7.2.4.02.00.00 - Transferências de Recursos da Complementação ao Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e de Valorização do Magistério - FUNDEB";5284929,71
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.7.6.0.00.00.00 - Transferências de Convênios";2498225,65
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.7.6.1.00.00.00 - Transferências de Convênios da União e de Suas Entidades";2498225,65
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.7.6.1.99.00.00 - Outras Transferências de Convênios da União";2498225,65
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.9.0.0.00.00.00 - Outras Receitas Correntes";10118,57
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"1.9.9.0.00.00.00 - Receitas Diversas";10118,57
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"2.0.0.0.00.00.00 - Receitas de Capital";583989,4
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"2.4.0.0.00.00.00 - Transferências de Capital";583989,4
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"2.4.7.0.00.00.00 - Transferências de Convênios";583989,4
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"2.4.7.1.00.00.00 - Transferências de Convênios da União e de suas Entidades";487721,4
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"2.4.7.1.02.00.00 - Transferências de Convênios da União Destinadas a Programas de Educação";487721,4
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"2.4.7.2.00.00.00 - Transferências de Convênios dos Estados e do Distrito Federal e de suas Entidades";96268,00
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"2.4.7.2.02.00.00 - Transferências de Convênios dos Estados Destinadas a Programas de Educação";75259,00
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Receitas Brutas Realizadas";"2.4.7.2.99.00.00 - Outras Transferências de Convênios dos Estados";21009,00
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Deduções - FUNDEB";"Total Receitas";3372095,51
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Deduções - FUNDEB";"1.0.0.0.00.00.00 - Receitas Correntes";3372095,51
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Deduções - FUNDEB";"1.7.0.0.00.00.00 - Transferências Correntes";3372095,51
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Deduções - FUNDEB";"1.7.2.0.00.00.00 - Transferências Intergovernamentais";3372095,51
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Deduções - FUNDEB";"1.7.2.1.00.00.00 - Transferências da União";2517046,43
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Deduções - FUNDEB";"1.7.2.1.01.00.00 - Participação na Receita da União";2509388,15
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Deduções - FUNDEB";"1.7.2.1.01.02.00 - Cota-Parte do Fundo de Participação dos Municípios ¿ FPM";2508939,81
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Deduções - FUNDEB";"1.7.2.1.01.05.00 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural ¿ ITR";448,34
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Deduções - FUNDEB";"1.7.2.1.36.00.00 - Transferências Financeiras do ICMS ¿ Desoneração ¿ L.C. Nº 87/96";7658,28
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Deduções - FUNDEB";"1.7.2.2.00.00.00 - Transferências dos Estados";855049,08
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Deduções - FUNDEB";"1.7.2.2.01.00.00 - Participação na Receita dos Estados";855049,08
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Deduções - FUNDEB";"1.7.2.2.01.01.00 - Cota-Parte do ICMS";813568,48
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Deduções - FUNDEB";"1.7.2.2.01.02.00 - Cota-Parte do IPVA";15965,18
Prefeitura Municipal de Cachoeira do Piriá - PA;1501956;PA;30430;"Deduções - FUNDEB";"1.7.2.2.01.04.00 - Cota-Parte do IPI sobre Exportação";25515,42
Prefeitura Municipal de Limoeiro do Ajuru - PA;1504000;PA;26961;"Receitas Brutas Realizadas";"Total Receitas";48605917,08
Prefeitura Municipal de Limoeiro do Ajuru - PA;1504000;PA;26961;"Receitas Brutas Realizadas";"1.0.0.0.00.00.00 - Receitas Correntes";46481371,49
Prefeitura Municipal de Limoeiro do Ajuru - PA;1504000;PA;26961;"Receitas Brutas Realizadas";"1.1.0.0.00.00.00 - Receita Tributária";584798,67
Prefeitura Municipal de Limoeiro do Ajuru - PA;1504000;PA;26961;"Receitas Brutas Realizadas";"1.1.1.0.00.00.00 - Impostos";565330,51
Prefeitura Municipal de Limoeiro do Ajuru - PA;1504000;PA;26961;"Receitas Brutas Realizadas";"1.1.1.2.00.00.00 - Impostos sobre o Patrimônio e a Renda";368359,15
Prefeitura Municipal de Limoeiro do Ajuru - PA;1504000;PA;26961;"Receitas Brutas Realizadas";"1.1.1.2.04.00.00 - Imposto sobre a Renda e Proventos de Qualquer Natureza ¿ IR";368359,15
Prefeitura Municipal de Limoeiro do Ajuru - PA;1504000;PA;26961;"Receitas Brutas Realizadas";"1.1.1.2.04.31.00 - Retido nas Fontes - Trabalho";368359,15
Prefeitura Municipal de Limoeiro do Ajuru - PA;1504000;PA;26961;"Receitas Brutas Realizadas";"1.1.1.3.00.00.00 - Impostos sobre a Produção e a Circulação";196971,36
Prefeitura Municipal de Limoeiro do Ajuru - PA;1504000;PA;26961;"Receitas Brutas Realizadas";"1.1.1.3.05.00.00 - Imposto sobre Serviços de Qualquer Natureza ¿ ISSQN";196971,36
Prefeitura Municipal de Limoeiro do Ajuru - PA;1504000;PA;26961;"Receitas Brutas Realizadas";"1.1.2.0.00.00.00 - Taxas";19468,16
Prefeitura Municipal de Limoeiro do Ajuru - PA;1504000;PA;26961;"Receitas Brutas Realizadas";"1.1.2.1.00.00.00 - Taxas pelo Exercício do Poder de Polícia";17124,25
Prefeitura Municipal de Limoeiro do Ajuru - PA;1504000;PA;26961;"Receitas Brutas Realizadas";"1.1.2.2.00.00.00 - Taxas pela Prestação de Serviços";2343,91
Prefeitura Municipal de Limoeiro do Ajuru - PA;1504000;PA;26961;"Receitas Brutas Realizadas";"1.2.0.0.00.00.00 - Receitas de Contribuições";140631,66
